812	358	3	877625461
497	31	3	879361802
749	802	3	878850789
457	717	3	882395894
43	215	5	883955467
229	272	3	891632073
266	313	4	892256705
450	427	5	882371415
130	1013	4	876251287
912	64	4	875966027
796	1163	3	892660364
342	326	1	874984002
862	216	5	879304410
466	349	2	890283636
692	211	4	876953340
655	242	4	887424795
653	53	2	880153304
379	452	3	880524614
270	684	4	876955938
846	715	4	883949380
642	932	5	885605866
757	50	4	888444056
267	3	4	878970901
290	183	4	880474054
888	237	5	879365449
174	648	5	886513648
328	216	3	885045899
894	297	4	880416380
435	380	3	884133026
381	15	2	892697358
336	33	3	877756242
262	275	4	879961980
73	183	4	888626262
200	378	5	884129301
749	117	4	878846654
214	708	4	891544152
193	286	4	889122906
493	176	5	884132197
759	298	4	875227858
886	180	5	876031392
14	98	3	890881335
286	462	5	877531537
942	272	5	891282420
362	245	4	885019504
86	258	5	879570366
829	129	4	881712252
286	195	4	877534618
911	507	4	892839289
176	458	4	886048305
509	326	4	883591043
543	187	4	874866535
186	540	4	879024014
288	174	4	886374286
472	655	5	875982397
460	245	3	882910657
483	50	5	878953485
426	480	5	879444473
347	820	2	881653340
208	202	4	883108476
327	494	4	887822400
239	195	5	889180747
184	183	4	889908630
270	237	1	876954484
250	96	2	878090254
352	39	5	884289728
548	298	4	891043882
432	827	3	889416570
751	209	4	889133377
187	209	4	879465370
711	42	3	876278831
291	12	5	874834701
932	479	5	891249794
85	1169	4	879454952
731	56	2	886179161
788	193	4	880868235
385	48	5	879441777
805	942	3	881698861
560	181	4	879975661
85	842	3	882995704
548	887	4	891043442
551	233	4	892784259
773	455	4	888539471
815	182	3	878693424
682	75	4	888518185
620	237	4	889987123
846	615	5	883948003
239	242	5	889178512
798	648	3	875914785
415	243	1	879439386
115	174	5	881171137
326	436	3	879877387
470	813	3	879178370
130	496	5	875216593
73	153	3	888626007
287	252	1	875334361
840	98	5	891204160
108	290	4	879880076
243	13	4	879987362
373	480	3	877098643
276	1172	4	882659550
688	1127	5	884153606
2	302	5	888552084
882	121	4	879861739
298	549	4	884183307
934	225	2	891197375
796	450	3	893049399
389	654	5	879991411
326	86	2	879875644
378	693	4	880046022
6	21	3	883600152
693	313	5	885703726
95	219	4	880572658
125	479	4	879454386
906	129	4	879435469
320	89	4	884749327
311	630	5	884365929
773	357	4	888540448
61	751	3	891206274
880	577	3	880175207
456	789	3	881374522
450	272	5	886449009
181	696	2	878962997
151	258	5	879523838
650	780	2	891389237
100	885	2	891375359
26	316	3	891349122
653	198	4	880151426
896	260	2	887157732
850	97	5	883195168
690	1273	3	881180382
144	815	1	888104659
761	742	2	876190370
679	484	4	884486658
880	628	2	880166799
167	512	5	892738341
379	736	4	880525945
20	568	4	879669291
486	322	2	879874262
825	122	1	889021209
851	840	3	875731105
303	1157	2	879543711
457	51	5	882397734
393	964	2	889555461
149	310	2	883512689
436	92	3	887770115
13	118	4	882397581
308	611	4	887738971
843	175	4	879446911
870	286	4	875050332
645	656	4	892053241
274	845	5	878945579
840	191	4	891204160
642	89	2	886455538
244	537	5	880602593
796	809	4	893048471
506	432	4	874873112
29	182	4	882821989
892	480	4	886607844
286	176	4	878142001
327	198	4	887747337
6	12	4	883601053
660	8	2	891199781
327	546	2	887820448
450	655	4	882377653
869	412	5	884493279
232	181	4	880062330
64	1141	5	889739834
373	485	4	877098751
913	99	4	881366878
474	630	3	887928793
827	343	4	882201532
85	663	5	879454437
143	272	4	888407586
496	68	4	876067192
119	716	5	874782190
630	411	4	885667108
186	281	4	879023390
881	642	4	876538027
840	496	5	891204089
774	654	2	888558284
642	1037	2	885605866
177	338	3	882142221
791	286	3	879447907
199	243	1	883782636
405	196	1	885546112
67	147	3	875379357
10	371	4	877886912
320	827	4	884749030
587	876	2	892871536
379	712	3	880741832
236	411	1	890117095
790	687	1	884461162
853	264	3	879365169
622	363	4	882591484
387	566	3	886483194
798	692	4	875743140
82	134	4	878769442
261	243	5	890454351
373	1079	4	877100061
398	56	4	875659843
522	48	4	876961020
385	767	1	879447361
883	79	4	891696864
59	182	5	888204877
151	118	3	879542588
823	1217	1	878438435
389	217	3	880088774
320	294	4	884748418
707	533	5	880060420
439	301	3	882892424
765	42	5	880346975
23	694	4	884550049
450	141	3	882377726
514	222	4	875462611
871	333	2	888192202
148	70	5	877021271
13	153	4	882139901
875	131	4	876465229
257	531	5	879547608
1	205	3	878542909
401	211	4	891033092
378	722	3	880334017
751	558	3	889298216
918	631	4	891986664
653	196	2	880151539
332	326	5	892484951
588	846	4	890025621
384	989	4	891273905
398	228	5	875657926
448	333	2	891887161
237	659	4	879376553
42	419	5	881107178
385	56	5	879441728
708	871	1	892719101
847	173	5	878940332
125	748	3	892835778
880	186	4	880174808
303	232	4	879467191
83	393	5	887665423
201	134	4	884113772
336	122	5	877757134
438	282	5	879868264
592	685	2	882608662
508	710	4	883777071
330	99	4	876546172
450	163	4	882377358
267	727	4	878972289
405	212	1	885546445
308	234	3	887737084
669	474	4	891260369
207	223	3	880388784
498	202	3	881958897
244	743	5	880602170
43	237	4	875975579
458	129	4	886394667
942	496	5	891283043
250	154	4	878090114
694	230	4	875727143
283	204	4	879298239
15	7	1	879455506
839	111	4	875752237
236	133	5	890116059
244	1150	4	880604195
113	1252	4	875935610
832	243	2	888259984
79	236	5	891271719
130	1142	4	874953595
28	200	2	881961671
276	173	5	874791993
796	724	2	893047241
916	235	3	880843749
639	451	4	891239529
299	915	4	892250102
697	107	5	882622581
655	657	3	891585504
198	746	4	884207946
727	56	3	883711150
943	202	2	888639170
343	88	4	876405130
527	127	5	879456132
682	174	4	888523581
642	732	4	885605538
332	748	4	887916385
13	870	3	882397271
13	197	4	881515239
245	894	1	888513860
513	472	4	885062636
733	290	4	879535752
903	293	4	891031226
639	660	2	891239271
731	648	4	886183515
537	185	4	886030805
885	420	4	885714858
104	273	3	888465972
661	178	4	876013492
303	120	2	879544099
23	13	4	874784497
448	270	5	891888137
886	227	3	876032331
627	58	5	879529958
846	661	4	883948840
450	765	3	882471362
450	111	4	882377590
435	751	4	884130725
40	268	4	889041430
551	755	4	892784008
502	687	4	883702867
328	195	3	885045899
738	39	3	875350720
207	15	4	876198392
807	659	4	892977077
903	509	4	891033380
68	121	1	876974176
592	250	4	882608145
262	1013	2	879791471
234	40	2	892335894
48	181	5	879434954
217	68	3	889069974
846	498	4	883947861
664	22	2	876524731
786	186	4	882843786
472	21	3	875978686
574	896	2	891279013
627	461	3	879530042
871	794	3	888193541
758	315	5	883793836
58	850	5	884305150
380	132	4	885479186
342	487	5	874984315
294	222	4	877819353
399	69	3	882342019
378	550	2	880332949
267	655	4	878971989
591	1041	2	891031644
520	274	3	885170516
179	321	1	892151331
119	591	4	886177235
222	182	4	881058666
110	1231	2	886988664
622	552	2	882671863
864	797	3	888892539
144	847	4	888104063
158	648	5	880135020
62	509	4	879373568
187	179	5	879465782
606	709	5	880927417
299	286	4	877618524
934	144	4	891192087
900	130	1	877833512
189	216	5	893265478
115	847	4	881170844
119	332	4	886175313
303	729	3	879483568
647	196	4	876537620
691	748	4	875542868
160	250	4	876768106
707	1068	4	880061405
631	289	4	888465216
312	676	3	891699295
851	987	1	875730601
582	948	1	882960718
289	1	3	876789736
870	1664	4	890057322
5	80	2	875636511
663	351	2	889491919
329	534	3	891656639
197	511	5	891409839
263	271	1	891297276
307	81	5	879283091
710	202	3	882063793
840	513	5	891204295
407	521	3	884201716
900	100	4	877832904
924	605	3	885457975
349	471	3	879465535
805	636	4	881694978
298	208	5	884182867
399	15	5	882340828
666	106	2	880313992
7	543	3	891351772
712	622	4	874730293
106	59	4	881453318
13	474	4	881515112
479	727	5	879461818
180	28	3	877355568
59	1118	2	888206048
201	469	4	884113453
653	447	2	880606620
749	4	4	878847863
896	216	5	887159658
500	1	4	883865021
361	1041	2	879441179
2	277	4	888551174
184	387	4	889909515
835	97	5	891033501
94	214	5	891725332
807	1615	4	893084653
291	204	4	874871736
892	135	5	886608643
758	685	5	881979987
844	260	1	877381312
768	282	4	880135987
329	199	4	891656347
301	90	3	882078360
107	259	2	891264630
214	174	4	892668249
896	1406	3	887160676
56	22	5	892676376
279	137	4	886014686
313	202	5	891014697
472	473	4	875978867
543	324	3	890723992
911	89	4	892838405
655	662	2	888686011
385	262	4	884153000
156	641	5	888185677
104	756	2	888465739
22	4	5	878886571
18	174	4	880130613
278	315	4	891294932
90	18	3	891383687
373	89	5	877098821
766	663	5	891310067
401	588	2	891033549
554	209	4	876232997
188	443	4	875074329
196	580	2	881252056
524	490	3	884634679
671	327	1	875387273
405	351	1	885549942
199	93	4	883782825
709	27	3	879848590
894	275	4	882404137
579	382	3	880952237
821	274	5	874792778
450	905	5	885945656
646	352	1	888529153
535	517	4	879617977
144	1226	4	888104737
194	64	5	879521936
398	88	4	875733660
162	144	3	877636746
363	121	2	891497393
833	240	4	875035624
495	204	4	888632155
634	237	5	877018125
316	174	1	880854539
6	154	3	883602730
586	217	5	884061084
664	1	4	878090087
301	218	4	882076643
533	291	3	882902727
840	640	3	891209242
823	141	4	878438484
160	228	2	876862243
222	4	3	878183924
606	204	4	880924384
201	673	3	884140115
462	22	5	886365498
511	1527	4	890004952
564	1025	2	888718443
782	256	2	891500150
222	338	1	881058145
717	846	4	884642339
481	216	5	885828339
668	124	3	881605489
519	1293	5	883250148
805	83	4	881696671
276	238	5	877935060
184	393	4	889909788
405	1111	1	885547360
577	588	4	880474808
804	1228	3	879446090
181	841	1	878963204
84	405	3	883452363
888	191	5	879365004
535	275	4	879619177
908	423	4	879722822
331	475	3	877196173
299	202	4	889501325
268	477	3	875742407
811	294	4	886377483
536	584	5	882360530
378	25	4	880044489
523	210	5	883702209
560	58	3	879975485
274	685	5	878945542
827	938	3	892157282
416	1007	5	893213918
764	9	4	876242649
620	1043	4	889988340
56	179	3	892678669
59	1048	4	888203270
610	98	5	888702902
222	825	3	878184675
896	28	2	887158738
332	79	5	888098088
178	881	2	886678484
922	449	4	891447802
79	7	5	891272016
591	127	4	891031203
595	255	3	886921392
417	596	3	879646244
931	283	4	891036604
193	73	3	889127237
320	204	5	884750717
498	649	3	881961745
156	77	2	888185906
18	127	5	880129668
682	195	4	888522418
428	307	4	885944110
622	1074	2	882671185
407	211	4	875044400
551	11	5	892777052
722	546	3	891280866
393	550	3	887746482
160	628	3	876767360
679	249	3	884486594
543	94	3	877550791
274	258	5	878944379
401	405	2	891032453
303	552	2	879485048
318	285	4	884470944
553	111	4	879948869
339	603	5	891032542
253	50	4	891628518
387	217	3	886481687
846	238	5	883948377
790	232	4	885156773
437	393	3	880382747
276	554	2	874795823
551	4	2	892783711
469	499	5	879524485
893	11	4	874829753
385	451	1	879447205
246	284	1	884922475
600	1188	3	888452152
332	123	4	887916653
916	709	3	880844123
380	474	4	885478558
242	475	3	879740223
881	227	4	876538953
95	1229	2	879198800
877	300	3	882676366
756	225	1	874830864
498	156	5	881957054
159	456	3	880557848
435	609	4	884132873
7	29	3	891353828
614	276	4	879464234
262	755	3	879794446
279	231	2	879573060
268	550	2	875310524
633	921	3	875324812
221	1134	4	875244289
722	322	3	891280402
1	128	4	875072573
939	1190	5	880260883
632	202	4	879457712
887	578	4	881381610
795	39	4	883253661
267	216	4	878972586
198	164	3	884208571
44	214	5	878348036
826	71	5	885690342
303	568	4	879468414
617	98	2	883789080
635	1	4	878879283
96	174	5	884403020
398	163	3	875738333
217	210	4	889069709
21	292	3	874950889
655	1108	3	887427083
85	631	4	886282927
634	287	3	877018059
751	856	2	889134393
698	705	4	886366611
875	288	4	876464755
128	785	2	879968243
406	238	2	879445475
632	655	3	879457641
234	5	3	892334338
317	268	3	891446371
6	86	3	883603013
236	523	2	890116221
774	367	2	888556047
371	42	3	880435397
897	235	3	879993519
418	269	5	891282765
721	873	3	877137447
932	1573	4	891249239
807	139	2	893082430
655	354	2	891667570
59	1119	4	888206094
342	1160	3	874984751
534	591	5	877807845
542	230	4	886533774
562	806	1	879195289
860	690	4	876750421
280	723	5	891701853
115	431	4	881171558
276	748	3	883822507
299	727	4	878192379
90	479	5	891384147
429	833	3	882386895
303	872	3	879466018
493	550	4	884132181
592	14	5	882607986
387	1091	1	886483670
757	455	3	888445035
81	283	4	876533504
709	161	5	879848511
95	716	3	879198109
271	300	2	885844583
675	306	5	889488487
405	501	3	885548837
94	588	4	885873006
184	488	5	889913687
468	742	3	875280310
303	111	3	879467639
843	101	3	879447424
546	690	2	885139693
152	80	5	882477572
591	66	2	891031526
802	197	3	875985347
450	157	3	882394180
109	42	1	880572756
87	728	4	879876768
766	482	3	891309117
892	604	5	886608296
314	496	4	877888060
83	322	3	889681216
580	358	4	884124472
279	105	4	875297381
893	69	5	874827818
244	174	3	880605896
655	1009	2	887523271
158	184	3	880134407
639	83	4	891239790
7	168	5	891351509
886	449	3	876033784
608	1063	5	880405659
297	117	4	874954497
389	612	4	879991218
268	483	5	875309859
269	1479	2	891451111
814	656	3	885410957
731	527	5	886184682
838	257	5	887064014
119	310	5	886175117
263	205	5	891298792
441	100	3	891035441
573	178	4	885844395
884	179	5	876859109
900	1028	2	877833393
13	261	1	883670785
409	1065	2	881109264
554	22	4	876232794
99	3	3	885679237
537	414	4	886030938
508	173	4	883767140
286	703	2	889651672
727	202	4	883711354
919	878	2	875288443
524	708	4	884636645
916	147	1	880843578
758	117	4	881976203
145	553	3	875272786
676	313	4	892685224
825	181	4	880756224
434	369	4	886724972
260	1105	5	890618729
307	419	4	877122115
435	628	5	884132990
492	482	3	879969720
354	190	4	891217221
773	56	2	888539328
250	1199	3	878089467
7	69	5	891351728
26	246	4	891351590
660	259	4	891197778
852	25	3	891036802
94	651	5	891725332
216	7	5	880232719
407	91	4	875044337
276	546	3	874786568
95	63	3	880572218
460	288	2	882910678
357	1277	5	878951918
354	202	3	891307157
468	5	3	875287686
638	405	3	876695338
665	143	4	884293475
286	636	3	877533185
871	324	3	888192689
683	306	3	893286347
704	603	5	891397262
896	325	1	887157732
804	125	4	879443709
405	515	1	885546025
57	168	3	883698362
87	183	4	879875734
18	737	3	880132055
236	222	4	890116817
932	514	5	891249932
267	182	5	878971773
191	315	5	891560253
151	378	4	879528520
493	100	5	884130308
648	265	4	884796886
342	866	1	875318585
532	426	5	888635197
388	672	4	886441083
716	275	5	879793501
834	25	3	890862468
442	38	3	883390674
531	323	5	887049081
239	634	4	889180487
710	656	5	882064321
783	334	3	884326461
894	1089	2	885428261
207	1333	3	877995615
426	1064	4	879444117
331	682	5	877196820
210	969	4	887730221
621	879	4	880227012
426	494	3	879442702
387	1069	2	886480288
738	177	4	892958051
94	692	4	891722249
358	511	2	891271035
524	430	3	884637914
805	475	5	881704016
168	924	2	884287614
82	338	1	884713704
2	295	4	888551164
591	856	4	891040366
102	98	4	888802939
399	94	5	882349022
331	506	2	877196504
942	79	5	891282903
222	405	3	877563570
378	258	4	882712421
919	191	5	875373824
892	136	4	886609365
97	186	3	884239574
829	86	4	891992008
398	504	3	875722071
376	11	4	879454598
622	418	3	882669905
745	215	3	880123751
749	465	4	878847716
721	56	3	877150031
830	732	5	891464415
286	127	4	877530570
806	153	4	882388658
376	274	3	879459115
1	57	5	878542459
479	945	5	879460785
456	523	4	881373353
198	979	5	884206748
745	286	1	880123905
184	739	3	889910257
838	143	5	887067631
544	301	2	884795580
533	450	5	879191713
145	118	3	875270764
896	211	4	887159554
334	408	4	891547912
693	443	2	875483741
151	121	5	879525054
22	1001	1	878886647
152	371	4	882477356
871	752	3	888192744
363	403	3	891496414
505	300	4	888631046
525	147	3	881085893
940	183	3	885921422
764	191	3	876244688
827	300	3	882201725
227	276	4	879035251
321	50	4	879438793
297	200	3	875239092
608	1113	3	880406862
405	525	1	885548632
506	203	4	874874152
276	157	5	874790773
711	154	4	879992739
659	606	5	891331959
798	181	5	875295772
1	64	5	875072404
616	331	4	891224677
145	301	4	877342952
770	477	4	875972259
496	496	1	876066424
122	423	4	879270805
745	519	5	880123751
868	168	3	877104157
18	47	3	880131262
305	628	4	886324661
620	820	4	889987954
62	135	4	879375080
527	357	5	879455654
533	654	3	879191770
537	135	5	886031149
63	480	3	875748245
809	313	4	891036743
590	125	3	879439509
291	774	3	874867852
234	242	4	891033261
540	1226	4	882157732
248	854	5	884534735
847	117	2	878775570
271	498	5	885848672
5	430	5	875636631
763	375	2	878923513
648	561	2	884883679
279	254	3	879572960
119	54	4	886176814
633	237	4	875324891
178	230	4	882826889
805	1017	3	881704337
58	25	4	884304570
567	271	4	882426327
524	950	4	884323351
592	681	1	882607780
650	196	4	891370998
318	1120	3	884495206
622	1039	5	882669575
346	748	4	874947380
339	5	3	891034953
90	83	5	891383687
764	595	4	876243703
778	496	1	891234406
213	756	2	878955319
552	1014	4	879222520
883	922	5	891717963
246	809	2	884923767
195	265	4	888737346
548	431	5	891044446
896	662	3	887160529
44	249	4	878346630
238	257	4	883576261
343	20	5	876408138
269	462	3	891447216
474	434	4	887928562
286	884	5	884069544
59	111	4	888203095
660	201	3	891200513
848	1063	5	887038197
940	683	3	884800988
424	300	2	880859199
373	414	3	877104259
577	4	4	880474635
824	286	2	877020871
768	1014	2	882816126
722	471	4	891281020
545	404	4	884133839
184	736	3	889911633
261	304	3	890454941
526	282	3	885682370
788	1277	3	880870583
271	64	5	885848863
731	481	3	886182456
503	1475	5	880382768
308	321	3	887736408
405	679	1	885547997
932	228	4	891251442
85	69	4	879454582
213	591	4	878955295
671	770	2	883547351
114	153	3	881309622
263	204	4	891298854
74	272	5	888333194
287	926	4	875334340
619	827	3	885953878
701	19	5	891447164
593	233	2	875671549
246	470	4	884922964
776	177	4	891628937
372	447	5	876869445
504	399	4	887840882
195	325	2	880268330
95	573	1	888954808
495	944	5	888637768
318	4	2	884497516
846	133	4	883948534
184	631	4	889910612
416	553	4	886317079
58	584	5	884305271
102	334	2	888295889
294	300	4	877818861
561	751	3	885806779
940	150	3	885921422
703	845	4	875243028
617	234	3	883789464
87	732	4	879876703
796	487	5	892676195
796	477	2	892660465
94	98	4	891721192
374	928	1	880393892
707	632	4	886287426
164	125	5	889402071
293	153	4	888905948
417	343	2	886186253
11	731	4	891904789
709	859	3	879848318
518	919	5	876822967
634	740	2	875729749
232	166	4	888549815
305	202	3	886323684
804	24	5	879443776
154	175	5	879138784
804	1170	3	879445393
28	223	5	882826496
619	326	2	885953601
896	203	5	887158713
81	98	5	876534854
891	281	5	891639920
7	140	5	891353124
394	780	2	881059180
545	232	3	883115515
899	203	4	884121513
201	511	3	884112201
916	237	3	880843419
919	1119	3	875373824
435	1047	3	884132315
378	449	3	880333195
738	527	5	892844111
177	1	3	880130699
881	135	4	876537900
323	199	4	878739953
551	518	4	892783212
157	235	5	874813703
194	1058	2	879552923
872	742	4	888479171
425	976	1	878738992
533	871	2	879192730
287	50	5	875334271
881	225	2	876536012
645	89	4	892053483
397	286	4	882839517
709	62	3	879848590
903	79	4	891033070
551	235	1	892784629
450	416	5	882395779
194	99	3	879524643
213	7	4	878870518
389	205	4	880165939
450	1053	3	882396352
224	632	2	888103872
846	183	4	883948048
545	168	4	879900156
26	117	3	891351590
413	14	5	879969513
504	1277	4	887832012
280	132	4	891701090
101	742	4	877136302
240	242	5	885775683
269	235	3	891446756
453	721	4	888205696
766	484	4	891309391
596	222	3	883539402
144	7	2	888104087
269	160	2	891448220
123	482	4	879872406
85	23	4	879454272
389	401	3	880088578
256	662	2	882165032
499	427	5	885599474
56	193	5	892678669
51	182	3	883498790
776	667	2	892920480
555	181	5	879962172
385	293	3	879439728
130	894	4	884624087
826	187	4	885690481
405	175	1	885546069
927	410	1	879190223
733	248	3	879535752
378	367	3	880055002
11	237	4	891903005
701	292	4	891446754
881	826	1	879052109
452	69	5	875275699
407	756	2	876348232
194	482	3	879521088
869	100	5	884493279
840	507	4	891208667
222	576	3	881060305
395	98	5	883764061
663	628	4	889492615
567	608	4	882426021
44	480	4	878347315
82	71	4	878770169
829	284	3	891990799
334	322	3	891544584
116	390	4	876454090
230	739	5	880485611
406	480	4	882480802
524	4	4	884636498
379	317	5	880525001
345	315	5	884900653
93	476	4	888705879
425	672	2	878738887
790	123	3	884461413
828	116	4	891035724
447	678	3	878854056
85	1074	3	882996039
907	1	5	880158712
490	237	1	875427993
491	273	5	891188230
503	479	4	880383653
180	222	5	877127815
296	96	5	884197287
443	258	5	883504617
334	514	4	891545926
471	99	2	889827918
792	762	4	877910206
366	436	5	888857932
406	191	5	882480443
788	174	2	880868316
878	582	4	880866810
486	301	4	879874113
442	342	2	883388147
733	127	3	879535265
435	125	3	884132483
365	342	2	891303614
194	540	1	879554950
318	239	4	884497235
63	282	1	875747657
59	176	5	888205574
280	1063	3	891700607
717	24	2	884642297
533	1	4	879192521
236	127	5	890116032
388	569	5	886441248
189	60	3	893265773
846	663	4	883948873
90	506	5	891383319
805	582	3	881698798
181	1287	1	878963380
251	596	3	886272118
930	240	1	879535207
734	166	3	891022849
104	181	5	888465972
892	178	5	886608681
380	573	1	885480737
587	995	3	892871503
401	181	3	891032518
753	193	4	891401366
867	678	3	880078004
235	520	4	889655204
600	227	4	888451977
524	241	5	884635205
56	154	2	892911144
558	508	5	879436396
405	317	4	885544911
173	300	4	877556988
301	68	4	882076558
654	825	3	887863826
595	762	4	886922069
455	662	4	879111554
569	225	3	879794408
159	1095	5	880557824
230	496	5	880484501
748	514	4	879454749
868	581	2	877109748
29	303	4	882820686
201	1424	3	884113114
96	318	5	884403057
166	343	4	886397882
114	175	5	881259955
887	491	2	881379566
747	525	5	888640684
804	183	4	879445904
21	668	1	874951761
495	523	5	888632155
184	405	2	889908050
666	1132	3	880313992
389	479	4	879991535
374	717	3	880938255
308	276	4	887736998
660	151	5	891198335
472	1011	4	875979187
815	393	4	878696473
393	79	4	887745973
833	444	3	875224352
790	227	3	885156647
409	705	2	881109175
562	4	1	879196517
407	203	4	876341467
299	749	1	877618647
368	670	3	889783562
508	73	3	883777329
54	260	4	880930146
642	660	3	886132089
426	657	5	879442160
807	510	5	892529401
916	23	4	880843997
875	527	4	876465230
222	623	2	878183985
936	1016	3	886832966
689	7	5	876676334
316	673	2	880854083
701	237	5	891447198
293	129	3	888904814
679	527	4	884486985
151	781	3	879543181
184	176	4	889908740
48	259	4	879434270
299	182	3	878192039
683	1483	3	893286346
299	514	5	877881229
561	410	1	885810117
551	180	5	892777052
851	687	2	874728168
894	324	3	879896168
870	558	4	879270313
588	356	4	890025751
11	370	3	891902880
224	724	3	888082742
307	449	4	879538922
232	186	4	888549790
244	380	4	880608133
119	132	5	874782228
504	1439	4	887840517
436	469	3	887769128
936	118	3	886833516
453	93	2	887941962
393	1051	3	887745544
301	323	4	882075110
194	471	3	879540807
74	237	4	888333428
65	427	5	879216734
27	515	4	891543009
210	49	3	891036116
7	449	3	891354785
360	165	4	880356059
418	344	1	891282521
417	173	5	879647519
7	365	4	891353744
650	50	5	891372232
894	961	4	882404642
442	90	3	883388609
145	111	3	875270322
326	514	3	879875612
654	821	3	887864907
782	1379	3	891500028
553	205	4	879948869
854	216	3	882814028
523	508	3	883703495
130	1231	4	878537778
463	127	5	890530105
198	823	2	884206587
426	474	4	879442785
436	98	4	887769280
226	283	2	883889811
394	227	4	881132877
593	846	2	875660295
525	676	2	881086518
312	183	5	891699182
223	597	4	891549604
495	120	5	888637768
450	199	5	882371732
575	357	5	878148388
833	715	2	875133633
397	95	4	885349999
630	96	4	885668277
629	509	5	880116818
378	476	3	880044642
405	588	2	885548785
184	606	5	889913687
933	179	5	874854135
669	181	5	892549390
57	476	3	883697990
853	299	4	879365092
608	865	4	880403537
875	179	5	876465188
846	61	3	883947911
503	281	3	879454576
422	396	4	879744143
802	200	4	875985686
145	227	4	885557660
806	421	4	882388897
262	50	2	879962366
105	288	4	889214335
782	1142	3	891499243
894	312	3	883518949
680	276	5	877075135
642	423	3	885602506
7	679	5	891353124
807	450	4	893082931
59	507	4	888204877
573	162	4	885844007
178	748	4	882823460
770	303	4	875971568
447	258	5	878853977
697	302	5	882621460
874	125	3	888632585
347	164	3	881654752
298	705	4	884182148
7	472	2	891353357
500	1014	2	884527433
293	1229	1	888907210
560	235	2	879976867
500	475	5	883865232
867	222	4	880079094
450	968	4	882395537
